"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ql-2",,,,"User:","qlio"
"Cmdline:","dstat -t -c -m --output w96c100.csv",,,,"Date:","08 Jan 2012 03:54:43 PST"

"system","total cpu usage",,,,,,"memory usage",,,
08-01 03:55:57,96.667,1.500,0.0,0.0,0.0,1.833,7194841088.0,321888256.0,1675005952.0,16134529024.0
08-01 03:55:58,97.250,1.417,0.0,0.0,0.0,1.333,7154012160.0,321888256.0,1675005952.0,16175357952.0
08-01 03:55:59,96.417,2.417,0.0,0.0,0.0,1.167,7176847360.0,321888256.0,1675005952.0,16152522752.0
08-01 03:56:00,95.917,2.417,0.0,0.0,0.0,1.667,7150018560.0,321888256.0,1675005952.0,16179351552.0
08-01 03:56:01,97.417,1.917,0.0,0.0,0.0,0.667,7172136960.0,321888256.0,1675005952.0,16157233152.0
08-01 03:56:02,97.083,1.917,0.0,0.0,0.0,1.0,7154995200.0,321888256.0,1675005952.0,16174374912.0
08-01 03:56:03,97.417,1.417,0.0,0.0,0.0,1.167,7082844160.0,321888256.0,1675005952.0,16246525952.0
08-01 03:56:04,97.500,1.500,0.0,0.0,0.0,1.0,7089033216.0,321888256.0,1675010048.0,16240332800.0
08-01 03:56:05,96.0,2.583,0.0,0.0,0.0,1.417,7138959360.0,321888256.0,1675010048.0,16190406656.0
08-01 03:56:06,97.0,2.083,0.0,0.0,0.0,0.917,7160991744.0,321888256.0,1675010048.0,16168374272.0
08-01 03:56:07,97.417,1.500,0.0,0.0,0.0,1.083,7223463936.0,321888256.0,1675010048.0,16105902080.0
08-01 03:56:08,96.417,2.083,0.0,0.0,0.0,1.500,7175274496.0,321888256.0,1675010048.0,16154091520.0
08-01 03:56:09,96.250,2.417,0.0,0.0,0.0,1.333,7233716224.0,321888256.0,1675010048.0,16095649792.0
08-01 03:56:10,98.0,1.083,0.0,0.0,0.0,0.917,7254159360.0,321888256.0,1675010048.0,16075206656.0
08-01 03:56:11,97.167,1.500,0.0,0.0,0.0,1.333,7281078272.0,321888256.0,1675010048.0,16048287744.0
08-01 03:56:12,96.833,1.917,0.0,0.0,0.0,1.250,7253585920.0,321888256.0,1675010048.0,16075780096.0
08-01 03:56:13,97.417,1.500,0.0,0.0,0.0,1.083,7255998464.0,321888256.0,1675010048.0,16073367552.0
08-01 03:56:14,97.667,1.333,0.0,0.0,0.0,1.0,7211114496.0,321888256.0,1675010048.0,16118251520.0
08-01 03:56:15,97.083,1.500,0.0,0.0,0.0,1.417,7212257280.0,321888256.0,1675010048.0,16117108736.0
08-01 03:56:16,96.833,1.917,0.0,0.0,0.0,1.250,7254159360.0,321888256.0,1675010048.0,16075206656.0
08-01 03:56:17,96.833,1.750,0.0,0.0,0.0,1.417,7233843200.0,321888256.0,1675010048.0,16095522816.0
08-01 03:56:18,95.833,2.833,0.0,0.0,0.0,1.333,7201845248.0,321888256.0,1675010048.0,16127520768.0
08-01 03:56:19,97.500,1.667,0.0,0.0,0.0,0.833,7169433600.0,321888256.0,1675010048.0,16159932416.0
08-01 03:56:20,96.0,2.750,0.0,0.0,0.0,1.250,7187972096.0,321888256.0,1675010048.0,16141393920.0
08-01 03:56:21,98.0,1.417,0.0,0.0,0.0,0.583,7155085312.0,321888256.0,1675010048.0,16174280704.0
08-01 03:56:22,97.917,1.250,0.0,0.0,0.0,0.833,7110197248.0,321888256.0,1675010048.0,16219168768.0
08-01 03:56:23,96.083,2.583,0.0,0.0,0.0,1.333,7099371520.0,321888256.0,1675010048.0,16229994496.0
08-01 03:56:24,97.083,1.500,0.0,0.0,0.0,1.417,7141621760.0,321888256.0,1675010048.0,16187744256.0
08-01 03:56:25,96.667,2.083,0.0,0.0,0.0,1.250,7174508544.0,321888256.0,1675010048.0,16154857472.0
08-01 03:56:26,98.0,1.167,0.0,0.0,0.0,0.833,7192350720.0,321888256.0,1675010048.0,16137015296.0
08-01 03:56:27,95.833,2.583,0.0,0.0,0.0,1.583,7171080192.0,321888256.0,1675010048.0,16158285824.0
08-01 03:56:28,97.083,1.917,0.0,0.0,0.0,1.0,7144419328.0,321888256.0,1675010048.0,16184946688.0
08-01 03:56:29,96.0,2.583,0.0,0.0,0.0,1.417,7129784320.0,321888256.0,1675010048.0,16199581696.0
08-01 03:56:30,96.750,2.250,0.0,0.0,0.0,1.0,7121022976.0,321888256.0,1675010048.0,16208343040.0
08-01 03:56:31,97.333,1.500,0.0,0.0,0.0,1.167,7153909760.0,321888256.0,1675010048.0,16175456256.0
08-01 03:56:32,96.333,2.417,0.0,0.0,0.0,1.250,7142100992.0,321888256.0,1675010048.0,16187265024.0
08-01 03:56:33,97.417,1.583,0.0,0.0,0.0,1.0,7162765312.0,321888256.0,1675010048.0,16166600704.0
08-01 03:56:34,97.0,2.083,0.0,0.0,0.0,0.917,7197552640.0,321888256.0,1675014144.0,16131809280.0
08-01 03:56:35,96.917,2.083,0.0,0.0,0.0,1.0,7228407808.0,321888256.0,1675014144.0,16100954112.0
08-01 03:56:36,96.500,2.250,0.0,0.0,0.0,1.250,7275864064.0,321888256.0,1675014144.0,16053497856.0
08-01 03:56:37,97.917,1.083,0.0,0.0,0.0,1.0,7310274560.0,321888256.0,1675014144.0,16019087360.0
08-01 03:56:38,97.250,1.833,0.0,0.0,0.0,0.917,7235473408.0,321888256.0,1675014144.0,16093888512.0
08-01 03:56:39,96.667,2.083,0.0,0.0,0.0,1.250,7247249408.0,321888256.0,1675014144.0,16082112512.0
08-01 03:56:40,97.417,1.417,0.0,0.0,0.0,1.167,7260962816.0,321888256.0,1675014144.0,16068399104.0
08-01 03:56:41,97.333,1.333,0.0,0.0,0.0,1.333,7286865920.0,321888256.0,1675014144.0,16042496000.0
08-01 03:56:42,97.333,1.417,0.0,0.0,0.0,1.250,7323942912.0,321888256.0,1675014144.0,16005419008.0
08-01 03:56:43,97.0,1.833,0.0,0.0,0.0,1.167,7307149312.0,321888256.0,1675014144.0,16022212608.0
08-01 03:56:44,97.167,1.500,0.0,0.0,0.0,1.333,7325560832.0,321888256.0,1675014144.0,16003801088.0
08-01 03:56:45,96.333,2.417,0.0,0.0,0.0,1.250,7345115136.0,321888256.0,1675014144.0,15984246784.0
08-01 03:56:46,97.333,1.750,0.0,0.0,0.0,0.917,7325495296.0,321888256.0,1675018240.0,16003862528.0
08-01 03:56:47,96.917,1.833,0.0,0.0,0.0,1.250,7339937792.0,321888256.0,1675018240.0,15989420032.0
08-01 03:56:48,97.333,2.0,0.0,0.0,0.0,0.667,7292956672.0,321888256.0,1675018240.0,16036401152.0
08-01 03:56:49,96.833,1.750,0.0,0.0,0.0,1.417,7269879808.0,321888256.0,1675018240.0,16059478016.0
08-01 03:56:50,97.333,1.417,0.0,0.0,0.0,1.250,7294574592.0,321888256.0,1675018240.0,16034783232.0
08-01 03:56:51,97.667,1.667,0.0,0.0,0.0,0.667,7318478848.0,321888256.0,1675018240.0,16010878976.0
08-01 03:56:52,98.0,1.083,0.0,0.0,0.0,0.917,7245307904.0,321888256.0,1675018240.0,16084049920.0
08-01 03:56:53,97.917,1.250,0.0,0.0,0.0,0.833,7225499648.0,321888256.0,1675018240.0,16103858176.0
08-01 03:56:54,97.167,1.750,0.0,0.0,0.0,1.083,7247085568.0,321888256.0,1675018240.0,16082272256.0
08-01 03:56:55,97.333,2.083,0.0,0.0,0.0,0.583,7228293120.0,321888256.0,1675018240.0,16101064704.0
08-01 03:56:56,97.750,1.500,0.0,0.0,0.0,0.750,7254491136.0,321888256.0,1675018240.0,16074866688.0
08-01 03:56:57,97.417,1.333,0.0,0.0,0.0,1.250,7249850368.0,321888256.0,1675018240.0,16079507456.0
08-01 03:56:58,97.250,1.833,0.0,0.0,0.0,0.917,7266828288.0,321888256.0,1675018240.0,16062529536.0
08-01 03:56:59,98.500,0.917,0.0,0.0,0.0,0.583,7274352640.0,321888256.0,1675018240.0,16055005184.0
08-01 03:57:00,97.167,1.917,0.0,0.0,0.0,0.917,7290544128.0,321888256.0,1675018240.0,16038813696.0
08-01 03:57:01,97.083,1.667,0.0,0.0,0.0,1.250,7294447616.0,321888256.0,1675018240.0,16034910208.0
08-01 03:57:02,97.500,1.667,0.0,0.0,0.0,0.833,7318573056.0,321888256.0,1675018240.0,16010784768.0
08-01 03:57:03,96.833,1.750,0.0,0.0,0.0,1.417,7301464064.0,321888256.0,1675018240.0,16027893760.0
08-01 03:57:04,97.250,1.917,0.0,0.0,0.0,0.833,7327985664.0,321888256.0,1675018240.0,16001372160.0
08-01 03:57:05,96.917,1.917,0.0,0.0,0.0,1.167,7347159040.0,321888256.0,1675018240.0,15982198784.0
08-01 03:57:06,97.083,1.750,0.0,0.0,0.0,1.167,7357952000.0,321888256.0,1675018240.0,15971405824.0
08-01 03:57:07,96.583,2.083,0.0,0.0,0.0,1.333,7375110144.0,321888256.0,1675018240.0,15954247680.0
08-01 03:57:08,97.500,1.0,0.0,0.0,0.0,1.500,7340343296.0,321888256.0,1675018240.0,15989014528.0
08-01 03:57:09,97.333,1.667,0.0,0.0,0.0,1.0,7344152576.0,321888256.0,1675018240.0,15985205248.0
08-01 03:57:10,96.667,2.250,0.0,0.0,0.0,1.083,7366627328.0,321888256.0,1675018240.0,15962730496.0
08-01 03:57:11,96.417,1.833,0.0,0.0,0.0,1.750,7381753856.0,321888256.0,1675018240.0,15947603968.0
08-01 03:57:12,97.167,1.750,0.0,0.0,0.0,1.083,7391326208.0,321888256.0,1675018240.0,15938031616.0
08-01 03:57:13,97.083,1.417,0.0,0.0,0.0,1.500,7355592704.0,321888256.0,1675018240.0,15973765120.0
08-01 03:57:14,97.250,1.917,0.0,0.0,0.0,0.833,7246602240.0,321888256.0,1675018240.0,16082755584.0
08-01 03:57:15,97.500,1.250,0.0,0.0,0.0,1.250,7238602752.0,321888256.0,1675018240.0,16090755072.0
08-01 03:57:16,97.333,1.917,0.0,0.0,0.0,0.750,7267934208.0,321888256.0,1675018240.0,16061423616.0
08-01 03:57:17,97.083,1.917,0.0,0.0,0.0,1.0,7265394688.0,321888256.0,1675018240.0,16063963136.0
08-01 03:57:18,97.0,1.833,0.0,0.0,0.0,1.167,7284305920.0,321888256.0,1675018240.0,16045051904.0
08-01 03:57:19,97.250,1.667,0.0,0.0,0.0,1.083,7303495680.0,321888256.0,1675018240.0,16025862144.0
08-01 03:57:20,97.333,1.667,0.0,0.0,0.0,1.0,7275798528.0,321888256.0,1675018240.0,16053559296.0
08-01 03:57:21,96.667,2.167,0.0,0.0,0.0,1.167,7298289664.0,321888256.0,1675018240.0,16031068160.0
08-01 03:57:22,97.083,2.0,0.0,0.0,0.0,0.917,7301718016.0,321888256.0,1675018240.0,16027639808.0
08-01 03:57:23,98.083,1.417,0.0,0.0,0.0,0.500,7303716864.0,321888256.0,1675018240.0,16025640960.0
08-01 03:57:24,96.833,1.667,0.0,0.0,0.0,1.500,7289208832.0,321888256.0,1675018240.0,16040148992.0
08-01 03:57:25,96.250,2.417,0.0,0.0,0.0,1.333,7307984896.0,321888256.0,1675018240.0,16021372928.0
08-01 03:57:26,97.583,1.250,0.0,0.0,0.0,1.167,7332020224.0,321888256.0,1675018240.0,15997337600.0
08-01 03:57:27,98.0,1.167,0.0,0.0,0.0,0.833,7355449344.0,321888256.0,1675018240.0,15973908480.0
08-01 03:57:28,97.750,1.583,0.0,0.0,0.0,0.667,7368564736.0,321888256.0,1675022336.0,15960788992.0
08-01 03:57:29,97.417,1.333,0.0,0.0,0.0,1.250,7359660032.0,321888256.0,1675022336.0,15969693696.0
08-01 03:57:30,97.750,1.250,0.0,0.0,0.0,1.0,7358042112.0,321888256.0,1675022336.0,15971311616.0
08-01 03:57:31,96.833,1.667,0.0,0.0,0.0,1.500,7369723904.0,321888256.0,1675022336.0,15959629824.0
08-01 03:57:32,97.083,1.750,0.0,0.0,0.0,1.167,7371567104.0,321888256.0,1675022336.0,15957786624.0
08-01 03:57:33,97.167,1.583,0.0,0.0,0.0,1.250,7358201856.0,321888256.0,1675022336.0,15971151872.0
08-01 03:57:34,97.833,1.0,0.0,0.0,0.0,1.167,7345377280.0,321888256.0,1675022336.0,15983976448.0
08-01 03:57:35,97.0,1.750,0.0,0.0,0.0,1.250,7360360448.0,321888256.0,1675022336.0,15968993280.0
08-01 03:57:36,97.250,1.417,0.0,0.0,0.0,1.333,7366582272.0,321888256.0,1675022336.0,15962771456.0
08-01 03:57:37,97.083,1.583,0.0,0.0,0.0,1.333,7348551680.0,321888256.0,1675022336.0,15980802048.0
08-01 03:57:38,97.833,1.417,0.0,0.0,0.0,0.750,7279509504.0,321888256.0,1675022336.0,16049844224.0
08-01 03:57:39,97.167,1.667,0.0,0.0,0.0,1.167,7292936192.0,321888256.0,1675022336.0,16036417536.0
08-01 03:57:40,97.917,1.0,0.0,0.0,0.0,1.083,7281668096.0,321888256.0,1675022336.0,16047685632.0
08-01 03:57:41,97.167,1.750,0.0,0.0,0.0,1.083,7302365184.0,321888256.0,1675022336.0,16026988544.0
08-01 03:57:42,96.917,2.083,0.0,0.0,0.0,1.0,7316205568.0,321888256.0,1675022336.0,16013148160.0
08-01 03:57:43,96.500,2.250,0.0,0.0,0.0,1.250,7263891456.0,321888256.0,1675022336.0,16065462272.0
08-01 03:57:44,96.583,2.417,0.0,0.0,0.0,1.0,7280746496.0,321888256.0,1675022336.0,16048607232.0
08-01 03:57:45,97.333,1.500,0.0,0.0,0.0,1.167,7293857792.0,321888256.0,1675022336.0,16035495936.0
08-01 03:57:46,96.833,1.833,0.0,0.0,0.0,1.333,7317729280.0,321888256.0,1675022336.0,16011624448.0
08-01 03:57:47,97.750,1.333,0.0,0.0,0.0,0.917,7346888704.0,321888256.0,1675022336.0,15982465024.0
08-01 03:57:48,97.333,1.083,0.0,0.0,0.0,1.583,7319601152.0,321888256.0,1675022336.0,16009752576.0
08-01 03:57:49,97.500,1.167,0.0,0.0,0.0,1.333,7308935168.0,321888256.0,1675022336.0,16020418560.0
08-01 03:57:50,96.917,1.833,0.0,0.0,0.0,1.250,7257923584.0,321888256.0,1675022336.0,16071430144.0
08-01 03:57:51,97.167,2.0,0.0,0.0,0.0,0.833,7299620864.0,321888256.0,1675022336.0,16029732864.0
08-01 03:57:52,98.333,0.917,0.0,0.0,0.0,0.750,7225274368.0,321888256.0,1675022336.0,16104079360.0
08-01 03:57:53,96.583,2.667,0.0,0.0,0.0,0.750,7165087744.0,321888256.0,1675022336.0,16164265984.0
08-01 03:57:54,96.667,2.083,0.0,0.0,0.0,1.250,7057793024.0,321888256.0,1675022336.0,16271560704.0
08-01 03:57:55,97.167,2.333,0.0,0.0,0.0,0.500,7058894848.0,321888256.0,1675022336.0,16270458880.0
08-01 03:57:56,96.083,2.417,0.0,0.0,0.0,1.500,7090987008.0,321888256.0,1675022336.0,16238366720.0
08-01 03:57:57,97.250,1.667,0.0,0.0,0.0,1.083,7128190976.0,321888256.0,1675022336.0,16201162752.0
08-01 03:57:58,96.583,2.500,0.0,0.0,0.0,0.917,7102541824.0,321888256.0,1675022336.0,16226811904.0
08-01 03:57:59,97.0,2.083,0.0,0.0,0.0,0.917,7132254208.0,321888256.0,1675022336.0,16197099520.0
08-01 03:58:00,97.167,1.833,0.0,0.0,0.0,1.0,7188758528.0,321888256.0,1675022336.0,16140595200.0
08-01 03:58:01,96.750,1.917,0.0,0.0,0.0,1.333,7229743104.0,321888256.0,1675022336.0,16099610624.0
08-01 03:58:02,97.083,1.917,0.0,0.0,0.0,1.0,7256408064.0,321888256.0,1675022336.0,16072945664.0
08-01 03:58:03,97.167,1.667,0.0,0.0,0.0,1.167,7244660736.0,321888256.0,1675022336.0,16084692992.0
08-01 03:58:04,97.833,1.333,0.0,0.0,0.0,0.833,7299137536.0,321888256.0,1675022336.0,16030216192.0
08-01 03:58:05,96.667,1.917,0.0,0.0,0.0,1.417,7246323712.0,321888256.0,1675022336.0,16083030016.0
08-01 03:58:06,97.0,2.250,0.0,0.0,0.0,0.750,7244767232.0,321888256.0,1675022336.0,16084586496.0
08-01 03:58:07,96.917,1.917,0.0,0.0,0.0,1.167,7270637568.0,321888256.0,1675022336.0,16058716160.0
08-01 03:58:08,96.417,2.250,0.0,0.0,0.0,1.333,7218925568.0,321888256.0,1675022336.0,16110428160.0
08-01 03:58:09,97.083,1.833,0.0,0.0,0.0,1.083,7174324224.0,321888256.0,1675022336.0,16155029504.0
08-01 03:58:10,97.417,1.667,0.0,0.0,0.0,0.917,7214792704.0,321888256.0,1675026432.0,16114556928.0
08-01 03:58:11,96.333,2.0,0.0,0.0,0.0,1.667,7265583104.0,321888256.0,1675026432.0,16063766528.0
08-01 03:58:12,98.167,0.667,0.0,0.0,0.0,1.167,7239364608.0,321888256.0,1675026432.0,16089985024.0
08-01 03:58:13,97.250,1.583,0.0,0.0,0.0,1.167,7240118272.0,321888256.0,1675026432.0,16089231360.0
08-01 03:58:14,97.083,1.917,0.0,0.0,0.0,1.0,7198183424.0,321888256.0,1675026432.0,16131166208.0
08-01 03:58:15,97.0,2.083,0.0,0.0,0.0,0.917,7210659840.0,321888256.0,1675026432.0,16118689792.0
08-01 03:58:16,97.250,2.167,0.0,0.0,0.0,0.583,7251673088.0,321888256.0,1675026432.0,16077676544.0
08-01 03:58:17,96.250,2.250,0.0,0.0,0.0,1.500,7292940288.0,321888256.0,1675026432.0,16036409344.0
08-01 03:58:18,96.417,2.0,0.0,0.0,0.0,1.583,7270961152.0,321888256.0,1675026432.0,16058388480.0
08-01 03:58:19,96.667,1.667,0.0,0.0,0.0,1.667,7253311488.0,321888256.0,1675026432.0,16076038144.0
08-01 03:58:20,97.333,1.833,0.0,0.0,0.0,0.833,7279374336.0,321888256.0,1675026432.0,16049975296.0
08-01 03:58:21,97.583,1.250,0.0,0.0,0.0,1.167,7302811648.0,321888256.0,1675026432.0,16026537984.0
08-01 03:58:22,97.083,1.833,0.0,0.0,0.0,1.083,7312969728.0,321888256.0,1675026432.0,16016379904.0
08-01 03:58:23,95.917,2.417,0.0,0.0,0.0,1.667,7282888704.0,321888256.0,1675030528.0,16046456832.0
08-01 03:58:24,96.583,1.833,0.0,0.0,0.0,1.583,7290634240.0,321892352.0,1675026432.0,16038711296.0
08-01 03:58:25,97.250,1.667,0.0,0.0,0.0,1.083,7299293184.0,321892352.0,1675046912.0,16030031872.0
